game_date,game_pk,batter,pitcher,player_name,stand,p_throws,pitch_type,pitch_name,release_speed,release_spin_rate,plate_x,plate_z,zone,sz_top,sz_bot,balls,strikes,inning,inning_topbot,outs_when_up,launch_speed,launch_angle,hit_distance_sc,home_team,away_team,des
2026-07-22,825055,571448,695611,"Jump, Gage",R,L,FF,4-Seam Fastball,95.2,2289,-0.166374831624922,2.426364057075077,5,3.277050525,1.653838583,0,0,4,Bot,1,100.1,32,396,AZ,ATH,Nolan Arenado homers (14) on a fly ball to left field.
2026-07-22,825055,682998,695611,"Jump, Gage",L,L,FF,4-Seam Fastball,95.8,2338,0.0352420796870655,2.826812951144028,2,3.10328084,1.566141732,0,0,4,Bot,0,100.0,35,375,AZ,ATH,Corbin Carroll homers (15) on a fly ball to left center field.
2026-07-22,824896,650859,628452,"Iglesias, Raisel",L,R,FF,4-Seam Fastball,93.9,2400,0.4896918426339129,2.1550787127793853,6,3.087483596,1.558169291,1,1,9,Top,1,102.4,26,359,ATL,SD,Luis Rengifo homers (1) on a fly ball to right field. Fernando Tatis Jr. scores.
2026-07-22,824896,701538,800311,"Fuentes, Didier",L,R,FF,4-Seam Fastball,97.8,2137,-0.3936817249950618,2.8845841040342464,1,3.320054134,1.675541339,0,2,7,Top,0,109.0,26,449,ATL,SD,Jackson Merrill homers (14) on a fly ball to center field.
2026-07-22,824735,678882,665152,"Kremer, Dean",R,R,CU,Curveball,76.9,2926,0.3633923183161045,2.779929823922438,3,3.110301837,1.569685039,1,0,4,Bot,2,98.2,38,377,BOS,BAL,Ceddanne Rafaela homers (9) on a fly ball to left center field.
2026-07-22,824735,687952,687562,"Bennett, Jake",R,L,SI,Sinker,91.3,2071,0.1644822206397187,1.954392381704138,8,3.234924541,1.63257874,0,0,4,Top,1,105.9,30,424,BOS,BAL,Christian Encarnacion-Strand homers (2) on a fly ball to center field.
2026-07-22,824650,701678,607067,"Rea, Colin",R,R,FF,4-Seam Fastball,92.6,2216,-0.0724120498710602,2.0779431592050157,5,3.087483596,1.558169291,3,0,4,Top,2,105.9,34,389,CHC,DET,Hao-Yu Lee homers (5) on a fly ball to center field. Riley Greene scores. Spencer Torkelson scores.
2026-07-22,824650,679529,607067,"Rea, Colin",R,R,SL,Slider,85.5,2147,0.4049947583133823,1.7021246707866102,9,3.232291667,1.63125,1,2,2,Top,1,101.6,28,391,CHC,DET,Spencer Torkelson homers (19) on a fly ball to left center field.
2026-07-22,824650,673548,672456,"Montero, Keider",R,R,SI,Sinker,95.2,2139,-0.0842952728915149,2.015402917891616,8,3.177878937,1.60378937,3,2,1,Bot,1,109.2,24,397,CHC,DET,Seiya Suzuki homers (17) on a fly ball to left center field.
2026-07-22,824408,700932,702193,"Morris, Andrew",L,R,FC,Cutter,93.1,2435,0.7141575862007734,2.5013248222639115,6,3.187532808,1.608661417,1,0,8,Bot,0,97.3,41,344,CLE,MIN,Kyle Manzardo homers (11) on a fly ball to right field.
2026-07-22,824408,686797,677944,"Cecconi, Slade",L,R,SI,Sinker,94.8,2307,-0.4318904350244918,2.7518097466831515,1,3.208595801,1.619291339,0,0,4,Top,2,100.4,28,401,CLE,MIN,Brooks Lee homers (15) on a fly ball to center field. Luke Keaschall scores. Alex Jackson scores.
2026-07-22,824408,663616,677944,"Cecconi, Slade",L,R,SI,Sinker,92.7,2231,-0.4524897451926035,3.1847240020160115,1,3.323564633,1.677312992,2,1,1,Top,0,102.8,24,404,CLE,MIN,Trevor Larnach homers (8) on a fly ball to right center field.
2026-07-22,824327,671277,623474,"Herget, Jimmy",L,R,ST,Sweeper,78.7,2904,-0.1168845142772218,2.8242016254959514,2,3.248088911,1.639222441,2,1,7,Top,2,102.9,31,421,COL,WSH,Luis García Jr. homers (21) on a fly ball to center field. Nasim Nuñez scores.
2026-07-22,824166,670623,645261,"Alcantara, Sandy",R,R,FF,4-Seam Fastball,97.2,2180,0.1341328200906947,2.0887366194289405,8,3.180511811,1.60511811,3,2,8,Bot,0,102.9,36,398,HOU,MIA,Isaac Paredes homers (14) on a fly ball to left center field.
2026-07-22,824166,670541,645261,"Alcantara, Sandy",L,R,FF,4-Seam Fastball,97.4,2346,-0.4422413006567536,2.174020501656928,7,3.392019357,1.711860236,1,1,8,Bot,0,104.9,25,394,HOU,MIA,Yordan Alvarez homers (34) on a fly ball to left center field. Jeremy Peña scores.
2026-07-22,824166,665161,645261,"Alcantara, Sandy",R,R,FC,Cutter,89.3,2242,-0.2029450559179638,2.540132947759635,5,3.19718668,1.613533465,0,0,3,Bot,0,105.7,39,383,HOU,MIA,Jeremy Peña homers (9) on a fly ball to left field.
2026-07-22,824083,669477,674444,"Cruz, Steven",R,R,FF,4-Seam Fastball,99.5,2213,-0.6521161855504034,2.3703403680310142,4,3.196309055,1.613090551,0,1,9,Top,2,99.1,26,376,KC,SF,Casey Schmitt homers (20) on a fly ball to left field.
2026-07-22,824083,521692,694738,"Roupp, Landen",R,R,SI,Sinker,92.2,2092,0.1098931837923269,2.118931471238528,8,3.312155512,1.671555118,0,1,7,Bot,0,108.7,25,437,KC,SF,Salvador Perez homers (14) on a fly ball to center field. Vinnie Pasquantino scores.
2026-07-22,824004,802139,672282,"Detmers, Reid",L,L,FF,4-Seam Fastball,91.9,2025,-0.0661166483728081,2.9326929200911875,2,3.096259843,1.562598425,0,1,6,Top,1,104.8,25,409,LAA,STL,JJ Wetherholt homers (15) on a fly ball to center field.
2026-07-22,823761,683146,701656,"Henderson, Logan",L,R,CH,Changeup,80.3,2535,-0.5333254847336419,1.9030250407137244,7,3.327952756,1.679527559,1,2,5,Top,1,105.8,23,366,MIL,NYM,Brett Baty homers (6) on a fly ball to right field.
2026-07-22,823761,543760,701656,"Henderson, Logan",R,R,FF,4-Seam Fastball,93.3,2314,0.2222201472294176,2.6729643121975406,5,3.212106299,1.621062992,3,2,2,Top,2,99.5,33,377,MIL,NYM,Marcus Semien homers (10) on a fly ball to left field.
2026-07-22,823518,700250,669387,"Mlodzinski, Carmen",L,R,FC,Cutter,92.9,2457,0.05077698038417,2.2447527298158603,5,3.280561024,1.655610236,3,1,7,Bot,1,102.1,29,394,NYY,PIT,Ben Rice homers (30) on a fly ball to right field. Ryan McMahon scores. Austin Wells scores.
2026-07-22,823518,693304,543037,"Cole, Gerrit",R,R,FF,4-Seam Fastball,97.0,2458,0.1749311109865482,2.5154341173647485,5,3.05062336,1.539566929,1,0,7,Top,2,102.0,36,397,NYY,PIT,Nick Gonzales homers (6) on a fly ball to right center field.
2026-07-22,823518,694378,543037,"Cole, Gerrit",L,R,CH,Changeup,83.5,1926,-0.020796416449871,2.4664221397527037,5,3.285826772,1.658267717,1,1,5,Top,2,99.3,23,348,NYY,PIT,Jacob Gonzalez homers (4) on a fly ball to right field. Nick Gonzales scores.
2026-07-22,823438,571970,605400,"Nola, Aaron",L,R,CH,Changeup,85.2,1505,-0.6778563224710317,2.7431919819295727,1,3.127854331,1.578543307,0,0,6,Top,0,100.3,25,415,PHI,LAD,Max Muncy homers (20) on a fly ball to center field. Freddie Freeman scores.
2026-07-22,823438,650559,641778,"Lauer, Eric",R,L,FF,4-Seam Fastball,90.9,2207,-0.0682843518561787,3.230567718787266,2,3.227903543,1.629035433,2,1,5,Bot,0,105.8,36,404,PHI,LAD,Bryan De La Cruz homers (1) on a fly ball to center field.
2026-07-22,823438,687221,605400,"Nola, Aaron",L,R,FF,4-Seam Fastball,94.4,2321,-0.3894762389597921,2.072199753289208,7,3.191920932,1.610875984,3,2,3,Top,2,107.7,27,438,PHI,LAD,Dalton Rushing homers (11) on a fly ball to center field.
2026-07-22,823438,664761,641778,"Lauer, Eric",R,L,CH,Changeup,86.1,1487,-0.0961320982606613,2.087120393994329,8,3.406938976,1.719389764,1,0,1,Bot,2,103.3,24,411,PHI,LAD,Alec Bohm homers (13) on a fly ball to left field. Kyle Schwarber scores.
2026-07-22,823110,701398,660825,"Bazardo, Eduard",R,R,SI,Sinker,98.1,2406,-0.2797350894305049,3.32688246686796,1,3.239312664,1.634793307,0,0,7,Top,2,103.5,27,369,SEA,CIN,Sal Stewart homers (21) on a fly ball to right center field. Edwin Arroyo scores. Ke'Bryan Hayes scores.
2026-07-22,823110,668709,676106,"Hancock, Emerson",L,R,FC,Cutter,85.6,2428,0.5823168168387315,2.567942447756198,6,3.286704396,1.65871063,0,2,4,Top,0,104.9,34,396,SEA,CIN,JJ Bleday homers (17) on a fly ball to right field.
2026-07-22,822873,695508,641743,"Kay, Anthony",R,L,FF,4-Seam Fastball,95.8,2308,0.2295460430879975,3.285390657752149,12,3.090994095,1.559940945,3,2,2,Bot,2,96.4,38,382,TEX,CWS,Cam Cauley homers (1) on a fly ball to right field.
2026-07-22,822784,672386,592155,"Booser, Cam",R,L,FC,Cutter,89.9,2177,-0.8196311875297074,2.173568609956769,4,3.010252625,1.519192913,1,2,7,Bot,1,103.7,29,406,TOR,TB,Alejandro Kirk homers (3) on a fly ball to left center field.
2026-07-23,824893,664034,641755,"Kinley, Tyler",R,R,SL,Slider,86.3,2690,-0.069012353514853,2.293669454623374,5,3.10328084,1.566141732,0,2,8,Top,1,108.2,22,395,ATL,SD,Ty France homers (16) on a fly ball to left field. Manny Machado scores.
2026-07-23,824893,686948,663362,"Waldron, Matt",L,R,ST,Sweeper,83.3,2223,1.3641344496344912,1.2730529702350424,14,3.205962927,1.617962598,3,2,7,Bot,1,98.4,37,370,ATL,SD,Drake Baldwin homers (19) on a fly ball to right field.
2026-07-23,824893,642086,656288,"Canning, Griffin",L,R,CH,Changeup,90.6,1574,-0.3168920965001229,2.5023712926885824,4,3.176123688,1.602903543,1,1,4,Bot,2,99.3,32,392,ATL,SD,Dominic Smith homers (7) on a fly ball to right field. Michael Harris II scores. Mauricio Dubón scores.
2026-07-23,824893,645277,656288,"Canning, Griffin",L,R,SI,Sinker,93.7,2089,-0.2356909744368498,2.890486256613767,2,2.984801509,1.506348425,1,2,4,Bot,0,99.6,33,398,ATL,SD,Ozzie Albies homers (16) on a fly ball to right center field.
2026-07-23,824893,671739,656288,"Canning, Griffin",L,R,FF,4-Seam Fastball,94.0,2199,0.6117987879299918,1.832766619463688,9,3.181389436,1.605561024,1,0,2,Bot,0,109.6,26,420,ATL,SD,Michael Harris II homers (19) on a fly ball to right center field.
2026-07-23,824406,672275,671737,"Bradley, Taj",L,R,FF,4-Seam Fastball,95.1,2253,0.0785997662139113,2.923356075667389,2,3.22351542,1.626820866,2,0,5,Bot,1,109.2,32,420,CLE,MIN,Patrick Bailey homers (5) on a fly ball to right field.
2026-07-23,824247,681546,670167,"Schreiber, John",L,R,FF,4-Seam Fastball,94.1,2259,0.2686735952838647,2.388243502730414,5,3.292847769,1.661811024,2,2,7,Bot,2,100.1,38,364,DET,KC,James Outman homers (4) on a fly ball to right center field. Dillon Dingler scores. Kerry Carpenter scores.
2026-07-23,824247,686555,675512,"Melton, Troy",L,R,SL,Slider,86.2,2399,0.2122427284904134,1.67629648704755,8,3.012885499,1.520521654,1,2,6,Top,0,101.7,32,390,DET,KC,Isaac Collins homers (6) on a fly ball to right field. Michael Massey scores.
2026-07-23,823042,682988,700241,"McGreevy, Michael",R,R,CH,Changeup,86.4,1624,-0.4889545762241359,2.419869978229406,4,3.283193898,1.656938976,1,0,4,Top,2,111.5,21,364,STL,AZ,Tyler Locklear homers (1) on a line drive to left field. Adrian Del Castillo scores.
2026-07-24,824812,687952,669276,"Lee, Dylan",R,L,CH,Changeup,87.8,1584,0.9390894596941028,2.7872606225856096,12,3.234924541,1.63257874,0,2,10,Bot,2,103.5,29,396,BAL,ATL,Christian Encarnacion-Strand homers (3) on a fly ball to right center field. Tyler O'Neill scores.
2026-07-24,824812,621566,552640,"Kittredge, Andrew",L,R,FF,4-Seam Fastball,94.6,2516,0.4686815245425354,2.9393987353590165,3,3.37183399,1.701673228,1,2,10,Top,2,104.1,27,416,BAL,ATL,Matt Olson homers (27) on a fly ball to right center field. Joey Bart scores. Jim Jarvis scores.
2026-07-24,824812,686948,670329,"Garcia, Rico",L,R,CH,Changeup,88.9,2225,0.0184442722117117,1.1578232848652703,14,3.205962927,1.617962598,1,2,8,Top,1,105.4,24,389,BAL,ATL,Drake Baldwin homers (20) on a fly ball to right center field.
2026-07-24,824733,672960,669711,"Weissert, Greg",R,R,SI,Sinker,96.3,2155,-0.0343011916227442,2.5467870870164235,5,3.255987533,1.643208661,0,0,7,Top,1,100.9,29,408,BOS,TOR,Kazuma Okamoto homers (23) on a fly ball to center field. Ernie Clement scores. Vladimir Guerrero Jr. scores.
2026-07-24,824733,678882,702056,"Yesavage, Trey",R,R,SL,Slider,87.1,2124,-0.9569573577962388,1.955185491230714,13,3.110301837,1.569685039,0,2,3,Bot,0,101.4,23,376,BOS,TOR,"Umpire reviewed (home run), call on the field was upheld: Ceddanne Rafaela homers (10) on a line drive to left field. Anthony Seigler scores."
2026-07-24,824733,678011,702056,"Yesavage, Trey",L,R,SL,Slider,87.5,2182,0.5161221195160051,1.8294349111158008,9,3.096259843,1.562598425,1,2,1,Bot,0,99.4,29,390,BOS,TOR,Anthony Seigler homers (3) on a fly ball to right field.
2026-07-24,824573,701358,663542,"Hudson, Bryan",R,L,FF,4-Seam Fastball,93.5,2138,-0.2605245240134811,2.4366616463859714,5,3.348138123,1.689714567,2,2,6,Top,1,101.2,34,383,CWS,HOU,Cam Smith homers (13) on a fly ball to left field. Christian Walker scores.
2026-07-24,823843,650859,676604,"Zuber, Tyler",L,R,ST,Sweeper,83.6,2722,-0.1219766585833743,2.249165671554721,5,3.087483596,1.558169291,0,1,8,Top,1,99.4,35,361,MIA,SD,Luis Rengifo homers (2) on a fly ball to right field. Jase Bowen scores.
2026-07-24,823843,681715,593974,"Peralta, Wandy",R,L,CH,Changeup,90.0,2255,0.251546244134874,2.08104680167749,8,3.178756562,1.604232283,0,1,5,Bot,1,110.8,20,423,MIA,SD,Heriberto Hernández homers (14) on a line drive to center field.
2026-07-24,823843,691788,608566,"Márquez, Germán",L,R,FF,4-Seam Fastball,94.9,2145,0.4863904713998187,2.456036579272796,6,3.220882546,1.625492126,0,0,2,Bot,2,108.2,22,399,MIA,SD,Joe Mack homers (10) on a fly ball to right field.
2026-07-24,823759,668930,608372,"Sugano, Tomoyuki",L,R,FF,4-Seam Fastball,93.0,2292,0.4539837025936003,2.1365090335334944,6,3.21035105,1.620177165,1,0,6,Bot,1,108.6,35,434,MIL,COL,Brice Turang homers (15) on a fly ball to center field.
2026-07-24,823759,592885,608372,"Sugano, Tomoyuki",L,R,FC,Cutter,87.9,2469,-0.1002999586571991,2.301356602941892,5,3.368323491,1.699901575,1,0,1,Bot,0,105.5,31,413,MIL,COL,Christian Yelich homers (7) on a fly ball to center field.
2026-07-24,823601,682626,623465,"Phillips, Evan",R,R,ST,Sweeper,84.0,2766,-0.22176534774285,2.8155718593812504,2,3.120833333,1.575,1,2,8,Bot,1,108.9,33,401,NYM,LAD,Francisco Alvarez homers (12) on a fly ball to left field.
2026-07-24,823601,663656,621345,"Minter, A.J.",L,L,FF,4-Seam Fastball,94.0,2510,0.1740438911373215,2.4108550917936604,5,3.350770997,1.691043307,1,1,8,Top,2,103.6,23,386,NYM,LAD,Kyle Tucker homers (8) on a fly ball to right center field. Freddie Freeman scores.
2026-07-24,823601,673357,808963,"Sasaki, Roki",R,R,FF,4-Seam Fastball,99.1,2337,-0.3389840980093462,3.180954473849633,1,3.310400263,1.670669291,2,2,2,Bot,1,101.8,37,381,NYM,LAD,Luis Robert Jr. homers (4) on a fly ball to left field.
2026-07-24,823434,502671,666200,"Luzardo, Jesús",R,L,SI,Sinker,94.0,2040,0.0899980545102729,1.5981087310106,8,3.30250164,1.666683071,2,0,4,Top,0,100.9,26,371,PHI,NYY,Paul Goldschmidt homers (16) on a fly ball to right field.
2026-07-24,823352,691718,683003,"Jones, Jared",L,R,SL,Slider,88.8,2546,0.2609888473118752,2.1209979099711127,5,3.202452428,1.616190945,3,1,6,Top,1,100.6,36,375,PIT,CHC,Pete Crow-Armstrong homers (22) on a fly ball to right field.
2026-07-24,823196,687093,671345,"Foley, Jason",R,R,SL,Slider,87.4,2183,-0.0010006654485741,2.4901974033111456,5,3.301624016,1.666240158,1,1,8,Top,1,103.4,24,381,SF,LAA,Vaughn Grissom homers (6) on a fly ball to left field. Jorge Soler scores.
2026-07-24,823196,669477,680570,"Rodriguez, Grayson",R,R,FF,4-Seam Fastball,96.3,2305,-0.7837422637183014,2.8005728351422303,1,3.196309055,1.613090551,1,1,3,Bot,2,105.9,27,412,SF,LAA,Casey Schmitt homers (21) on a fly ball to left field. Bryce Eldridge scores. Rafael Devers scores.
2026-07-24,823196,646240,680570,"Rodriguez, Grayson",L,R,FF,4-Seam Fastball,96.2,2306,-0.2414140679850027,2.722734458873843,5,3.217372047,1.623720472,2,1,1,Bot,2,101.8,24,362,SF,LAA,Rafael Devers homers (21) on a fly ball to left field. Bryce Eldridge scores.
2026-07-24,823031,553993,666277,"Soriano, George",R,R,SL,Slider,87.9,2456,0.2901066766212364,2.462423653900791,6,3.17085794,1.600246063,1,0,7,Top,2,110.5,34,435,STL,CIN,Eugenio Suárez homers (14) on a fly ball to left center field. Sal Stewart scores.
2026-07-24,822952,595978,688297,"Roycroft, Chris",R,R,SI,Sinker,95.5,2104,-0.7038554787678846,2.5658682532005272,4,3.206840551,1.618405512,1,1,9,Top,2,102.5,39,374,TB,CLE,Austin Hedges homers (4) on a fly ball to left field. Gabriel Arias scores.
2026-07-24,822952,680700,683769,"Gaddis, Hunter",L,R,FF,4-Seam Fastball,92.2,2328,-0.1329617285746623,2.8730260454785457,2,3.040091864,1.534251969,1,0,8,Bot,2,100.7,33,388,TB,CLE,Richie Palacios homers (4) on a fly ball to right center field. Cedric Mullins scores. Jonny DeLuca scores.
2026-07-24,822952,668723,676282,"Cantillo, Joey",R,L,CH,Changeup,83.3,1507,0.6080931746776891,2.716926952389225,6,3.275295276,1.652952756,0,0,2,Bot,2,94.4,27,365,TB,CLE,Ryan Vilade homers (8) on a fly ball to left field. Jonny DeLuca scores.
2026-07-24,822872,669394,682243,"Miller, Bryce",R,R,FF,4-Seam Fastball,96.1,2494,0.0668077913215417,3.565178269721663,12,3.229658793,1.62992126,0,2,4,Bot,2,98.5,33,362,TEX,SEA,Jake Burger homers (18) on a line drive to right field. Ezequiel Duran scores.
2026-07-24,822872,694671,682243,"Miller, Bryce",R,R,FS,Split-Finger,84.5,1118,-0.1469410566522742,2.945997077663649,2,3.196309055,1.613090551,1,1,1,Bot,1,97.8,30,384,TEX,SEA,Wyatt Langford homers (12) on a fly ball to left field.
2026-07-24,822707,686611,593958,"Rodriguez, Eduardo",R,L,FF,4-Seam Fastball,91.6,2203,-0.0583436967326543,3.046847232152732,2,3.165592192,1.597588583,1,0,4,Bot,0,103.2,24,405,WSH,AZ,Dylan Crews homers (8) on a fly ball to left center field. CJ Abrams scores.
2026-07-25,824811,645277,670329,"Garcia, Rico",L,R,CH,Changeup,86.5,2326,-0.336829336687988,2.066649691212473,4,2.984801509,1.506348425,0,1,8,Top,0,101.3,37,380,BAL,ATL,Ozzie Albies homers (17) on a fly ball to right field.
2026-07-25,824811,683002,693821,"Elder, Bryce",L,R,SL,Slider,82.5,2282,-0.1759663600697528,1.985966089558317,8,3.328830381,1.679970472,0,0,5,Bot,2,104.5,25,392,BAL,ATL,Gunnar Henderson homers (18) on a fly ball to right center field.
2026-07-25,824734,543807,543243,"Gray, Sonny",R,R,CU,Curveball,79.3,2554,0.6377316976930327,1.6676766335833442,9,3.267396654,1.648966535,0,2,3,Top,2,97.8,26,366,BOS,TOR,George Springer homers (11) on a fly ball to left field. Vladimir Guerrero Jr. scores. Kazuma Okamoto scores.
2026-07-25,824244,679845,621097,"Waguespack, Jacob",R,R,FF,4-Seam Fastball,94.2,2142,-0.6847707591637456,3.087811376928164,1,3.18226706,1.606003937,0,2,9,Top,1,100.7,25,397,DET,KC,Nick Loftin homers (5) on a fly ball to left field.
2026-07-25,824244,521692,640448,"Finnegan, Kyle",R,R,SL,Slider,84.1,2194,-0.2682302356059473,3.095340727585109,2,3.312155512,1.671555118,0,1,7,Top,0,105.3,27,401,DET,KC,Salvador Perez homers (15) on a fly ball to left field.
2026-07-25,824244,701678,608379,"Wacha, Michael",R,R,CH,Changeup,79.4,1544,-0.324351070625559,3.2780972504267805,11,3.087483596,1.558169291,1,1,4,Bot,1,102.7,39,402,DET,KC,Hao-Yu Lee homers (6) on a fly ball to left field.
2026-07-25,823758,806198,663372,"Feltner, Ryan",R,R,FF,4-Seam Fastball,95.5,2111,-0.5207660128442724,3.313633774323442,1,3.373589239,1.702559055,0,0,2,Bot,2,102.3,31,409,MIL,COL,Cooper Pratt homers (2) on a fly ball to left center field.
2026-07-25,823600,663656,690997,"McLean, Nolan",L,R,FF,4-Seam Fastball,95.8,2365,-0.0246910417691518,3.022930226263124,2,3.350770997,1.691043307,2,2,3,Top,0,107.7,31,392,NYM,LAD,Kyle Tucker homers (9) on a fly ball to right field.
2026-07-25,823435,691176,621237,"Alvarado, José",R,L,SI,Sinker,97.2,2029,-0.3477308287327518,2.455040638479913,4,3.083095472,1.555954724,2,2,7,Top,0,105.6,27,420,PHI,NYY,Jasson Domínguez homers (6) on a fly ball to left field.
2026-07-25,823435,669224,662144,"Keller, Brian",L,R,SI,Sinker,91.2,2062,-0.4875860564322802,2.2753300352201435,4,3.254232283,1.642322835,0,0,3,Top,2,105.7,27,430,PHI,NYY,Austin Wells homers (7) on a fly ball to left center field.
2026-07-25,823355,691718,676760,"Marinaccio, Ron",L,R,FC,Cutter,87.2,2278,-0.2724517175989247,1.5567836519481455,8,3.202452428,1.616190945,0,0,7,Top,2,102.9,23,390,PIT,CHC,Pete Crow-Armstrong homers (23) on a fly ball to right field. Pedro Ramírez scores.
2026-07-25,823197,646240,608718,"Suter, Brent",L,L,FF,4-Seam Fastball,89.7,2236,-0.0182274157478707,1.814581546089631,8,3.217372047,1.623720472,2,2,4,Bot,2,105.8,22,401,SF,LAA,Rafael Devers homers (22) on a line drive to left center field. Daniel Susac scores. Luis Arraez scores.
2026-07-25,823197,808982,696270,"Johnson, Ryan",L,R,ST,Sweeper,80.1,2486,0.5032963591101616,2.264830652204807,6,3.22351542,1.626820866,0,0,3,Bot,2,101.5,24,365,SF,LAA,Jung Hoo Lee homers (6) on a fly ball to right field. Rafael Devers scores. Casey Schmitt scores.
2026-07-25,822704,682928,683352,"Bratt, Mitch",L,L,SI,Sinker,91.1,2224,0.3633668054340188,3.2520405721399417,3,3.222637795,1.626377953,0,1,5,Bot,0,98.0,28,390,WSH,AZ,CJ Abrams homers (25) on a fly ball to right center field.
2026-07-26,824810,624413,669276,"Lee, Dylan",R,L,SL,Slider,83.5,2220,0.0377847805748515,2.0349126548052388,8,3.323564633,1.677312992,0,2,8,Bot,1,109.4,30,419,BAL,ATL,Pete Alonso homers (22) on a fly ball to left field.
2026-07-26,824572,808959,699044,"Ullola, Miguel",L,R,FF,4-Seam Fastball,97.2,2620,0.4281512384714632,3.349130569585156,3,3.296358268,1.663582677,0,1,8,Bot,2,101.8,27,381,CWS,HOU,Munetaka Murakami homers (22) on a fly ball to right center field.
2026-07-26,824572,678577,699044,"Ullola, Miguel",R,R,SL,Slider,86.1,2462,0.1155462510460778,2.038123415686604,8,3.216494423,1.623277559,3,2,8,Bot,2,106.7,24,376,CWS,HOU,Junior Perez homers (3) on a line drive to left field. Chase Meidroth scores.
2026-07-26,824572,805367,660853,"De Los Santos, Enyel",R,R,FF,4-Seam Fastball,95.5,2362,-0.4001390035858022,2.632550789643161,1,3.068175853,1.548425197,3,2,7,Bot,0,98.8,35,382,CWS,HOU,Chase Meidroth homers (8) on a fly ball to left center field.
2026-07-26,824572,678246,669854,"Blanco, Ronel",R,R,FF,4-Seam Fastball,93.7,2334,0.4752533955416927,3.667513578821487,12,3.290214895,1.660482283,1,1,6,Bot,1,102.3,27,393,CWS,HOU,Miguel Vargas homers (22) on a fly ball to left field. Sam Antonacci scores.
2026-07-26,824572,666211,607200,"Fedde, Erick",L,R,SI,Sinker,93.0,2037,-0.2081822327169439,2.2131393905647307,5,3.26300853,1.646751969,0,0,5,Top,0,112.6,22,426,CWS,HOU,Taylor Trammell homers (4) on a fly ball to center field.
2026-07-26,824572,665161,607200,"Fedde, Erick",R,R,SI,Sinker,94.2,1966,0.460272972705266,2.249861704331072,6,3.19718668,1.613533465,1,1,3,Top,1,106.8,24,394,CWS,HOU,Jeremy Peña homers (11) on a fly ball to right center field.
2026-07-26,824572,808959,669854,"Blanco, Ronel",L,R,SL,Slider,88.1,2037,-0.5571398060257586,2.708223642579265,4,3.296358268,1.663582677,3,2,1,Bot,0,104.1,30,385,CWS,HOU,Munetaka Murakami homers (21) on a fly ball to left field. Sam Antonacci scores.
2026-07-26,824572,665161,607200,"Fedde, Erick",R,R,ST,Sweeper,82.7,2579,-0.5542871635836143,2.7133381309173026,1,3.19718668,1.613533465,3,2,1,Top,0,98.2,33,393,CWS,HOU,Jeremy Peña homers (10) on a fly ball to left field.
2026-07-26,824246,686681,805427,"Sommers, Drew",L,L,SL,Slider,83.9,2389,-0.0137218755034446,1.535568956896988,8,3.199819554,1.614862205,1,2,8,Top,2,99.5,32,399,DET,KC,Michael Massey homers (8) on a fly ball to right field. Isaac Collins scores.
2026-07-26,824246,657041,664285,"Valdez, Framber",R,L,SI,Sinker,94.2,2050,0.7506939370108345,2.6878257928447526,3,3.146284449,1.587844488,3,2,1,Top,0,98.3,24,349,DET,KC,Lane Thomas homers (10) on a fly ball to right field.
2026-07-26,823840,701538,669199,"Bachar, Lake",L,R,ST,Sweeper,88.0,3142,-0.2873889119447229,2.4456038779038742,4,3.320054134,1.675541339,1,1,8,Top,1,109.0,23,395,MIA,SD,Jackson Merrill homers (15) on a fly ball to right center field.
2026-07-26,823840,592518,669199,"Bachar, Lake",R,R,FF,4-Seam Fastball,95.7,2779,0.0130594220770919,3.3115898658317127,2,3.313910761,1.672440945,3,2,8,Top,0,106.1,21,399,MIA,SD,Manny Machado homers (23) on a line drive to center field. Jake Cronenworth scores.
2026-07-26,823840,669065,621111,"Buehler, Walker",L,R,CH,Changeup,88.8,1083,-0.1076271889629572,2.1043522196745457,8,3.295480643,1.663139764,1,1,3,Bot,0,104.3,30,409,MIA,SD,Kyle Stowers homers (13) on a fly ball to right field.
2026-07-26,823755,650489,681982,"Anderson, Grant",L,R,FF,4-Seam Fastball,95.0,2424,0.007929560561021,2.63539730515143,5,3.203330053,1.616633858,1,2,7,Top,2,108.1,37,391,MIL,COL,Willi Castro homers (10) on a fly ball to right center field.
2026-07-26,823755,683734,607536,"Freeland, Kyle",R,L,FF,4-Seam Fastball,92.8,2262,-0.2143700990761925,2.5588458780123045,5,3.127854331,1.578543307,1,2,6,Bot,0,103.9,28,404,MIL,COL,Andrew Vaughn homers (4) on a fly ball to center field.
2026-07-26,823755,694249,694819,"Misiorowski, Jacob",L,R,FF,4-Seam Fastball,101.9,2629,-0.9262842627494114,2.9487001360335,11,3.284949147,1.657824803,2,2,5,Top,2,98.2,25,361,MIL,COL,Cole Carrigg homers (5) on a fly ball to left field.
2026-07-26,823678,701762,663485,"Sands, Cole",L,R,FS,Split-Finger,86.6,1359,-0.5189800649951615,2.3956326371868286,4,3.413082349,1.722490158,0,0,6,Top,2,104.1,28,412,MIN,ATH,Nick Kurtz homers (21) on a fly ball to center field. Jeff McNeil scores. Jacob Wilson scores.
2026-07-26,823599,543760,694361,"Klein, Will",R,R,FF,4-Seam Fastball,96.1,2213,-0.6672511027274572,3.3191684961216725,1,3.212106299,1.621062992,1,1,7,Bot,2,96.8,37,366,NYM,LAD,Marcus Semien homers (11) on a fly ball to left field. Bo Bichette scores. Jorge Polanco scores.
